Datetime,Close,High,Low,Open,Volume
2025-07-29 13:30:00+00:00,180.39999389648438,180.77000427246094,174.67999267578125,175.24000549316406,32430520
2025-07-29 14:30:00+00:00,176.64999389648438,182.30999755859375,176.27000427246094,180.3800048828125,24678254
2025-07-29 15:30:00+00:00,178.04969787597656,178.80999755859375,176.00999450683594,176.65499877929688,14829186
2025-07-29 16:30:00+00:00,179.2100067138672,179.5500030517578,177.16940307617188,178.03439331054688,8608339
2025-07-29 17:30:00+00:00,179.72140502929688,180.35499572753906,178.72999572753906,179.2050018310547,8642148
2025-07-29 18:30:00+00:00,178.25999450683594,180.08999633789062,178.10000610351562,179.74000549316406,7486027
2025-07-29 19:30:00+00:00,177.42999267578125,178.33999633789062,177.02999877929688,178.25999450683594,7421499
2025-07-30 13:30:00+00:00,178.5601043701172,179.48980712890625,174.2550048828125,175.56199645996094,20200287
2025-07-30 14:30:00+00:00,178.70010375976562,179.63999938964844,178.1199951171875,178.5749969482422,8322404
2025-07-30 15:30:00+00:00,178.8300018310547,179.4199981689453,177.91009521484375,178.72000122070312,5440392
2025-07-30 16:30:00+00:00,179.25,179.74000549316406,178.1199951171875,178.8249969482422,5416996
2025-07-30 17:30:00+00:00,179.7899932861328,179.99000549316406,178.5301055908203,179.25,4962668
2025-07-30 18:30:00+00:00,178.30999755859375,180.3699951171875,177.08999633789062,179.77000427246094,9726755
2025-07-30 19:30:00+00:00,179.5399932861328,179.5800018310547,178.3300018310547,178.3300018310547,4885512
2025-07-31 13:30:00+00:00,180.4803924560547,182.49000549316406,178.36000061035156,182.2899932861328,22230968
2025-07-31 14:30:00+00:00,179.2100067138672,180.99000549316406,178.50999450683594,180.47999572753906,11253407
2025-07-31 15:30:00+00:00,180.3000030517578,180.6199951171875,178.82400512695312,179.24000549316406,5579103
2025-07-31 16:30:00+00:00,177.4199981689453,180.50999450683594,177.22999572753906,180.3000030517578,6031366
2025-07-31 17:30:00+00:00,176.235595703125,178.36000061035156,174.89999389648438,177.41000366210938,9359685
2025-07-31 18:30:00+00:00,176.92999267578125,177.5800018310547,176.2050018310547,176.22999572753906,5654250
2025-07-31 19:30:00+00:00,176.32000732421875,177.32000732421875,175.8699951171875,176.9600067138672,5122579
2025-08-01 13:30:00+00:00,171.39999389648438,171.94000244140625,166.82000732421875,170.02999877929688,27143803
2025-08-01 14:30:00+00:00,170.7100067138672,172.89999389648438,170.33009338378906,171.41000366210938,11235894
2025-08-01 15:30:00+00:00,174.0,174.39500427246094,170.6300048828125,170.7100067138672,8386884
2025-08-01 16:30:00+00:00,171.27999877929688,174.0050048828125,171.1300048828125,174.0,6445242
2025-08-01 17:30:00+00:00,171.3000030517578,171.9199981689453,169.81069946289062,171.27999877929688,7007184
2025-08-01 18:30:00+00:00,171.39999389648438,171.77999877929688,170.1699981689453,171.3000030517578,5985437
2025-08-01 19:30:00+00:00,171.63999938964844,172.15989685058594,170.86000061035156,171.3800048828125,5075952
2025-08-04 13:30:00+00:00,176.85000610351562,177.2550048828125,173.5800018310547,175.5399932861328,17156946
2025-08-04 14:30:00+00:00,176.3000030517578,177.47000122070312,175.11500549316406,176.86000061035156,8062496
2025-08-04 15:30:00+00:00,177.2899932861328,177.53500366210938,176.17999267578125,176.2899932861328,5481635
2025-08-04 16:30:00+00:00,177.77000427246094,177.8000030517578,176.5399932861328,177.2899932861328,4923597
2025-08-04 17:30:00+00:00,177.39999389648438,177.86000061035156,176.80499267578125,177.77499389648438,4799917
2025-08-04 18:30:00+00:00,176.85000610351562,177.66000366210938,176.7899932861328,177.38999938964844,3571604
2025-08-04 19:30:00+00:00,176.77000427246094,177.0,176.53500366210938,176.86000061035156,4401749
2025-08-05 13:30:00+00:00,175.18499755859375,177.99000549316406,174.67999267578125,177.05499267578125,19172696
2025-08-05 14:30:00+00:00,174.02000427246094,175.38999938964844,172.29049682617188,175.18499755859375,12384677
2025-08-05 15:30:00+00:00,175.85000610351562,176.11000061035156,173.81500244140625,174.0,6677440
2025-08-05 16:30:00+00:00,176.1905059814453,176.39999389648438,175.00999450683594,175.83999633789062,5817057
2025-08-05 17:30:00+00:00,176.706298828125,177.5,176.0,176.1999969482422,6692769
2025-08-05 18:30:00+00:00,175.57000732421875,176.8699951171875,174.6199951171875,176.7100067138672,8130171
2025-08-05 19:30:00+00:00,174.38499450683594,175.85989379882812,174.08999633789062,175.55999755859375,7372140
2025-08-06 13:30:00+00:00,160.50999450683594,166.17999267578125,160.13999938964844,164.91000366210938,42198469
2025-08-06 14:30:00+00:00,160.8699951171875,161.49000549316406,157.8000030517578,160.51499938964844,29136916
2025-08-06 15:30:00+00:00,161.99009704589844,163.75,160.6199951171875,160.8699951171875,16904218
2025-08-06 16:30:00+00:00,163.72999572753906,163.75,160.50999450683594,162.0198974609375,12201379
2025-08-06 17:30:00+00:00,164.73500061035156,164.8000030517578,162.62010192871094,163.72900390625,9840269
2025-08-06 18:30:00+00:00,162.92999267578125,165.3000030517578,162.6999969482422,164.73550415039062,11054981
2025-08-06 19:30:00+00:00,163.10000610351562,163.6199951171875,162.56100463867188,162.9499969482422,6903790
2025-08-07 13:30:00+00:00,171.83990478515625,172.67999267578125,166.7100067138672,166.8350067138672,32950325
2025-08-07 14:30:00+00:00,173.85000610351562,175.75,170.75,171.5,18518460
2025-08-07 15:30:00+00:00,173.52999877929688,174.24969482421875,172.77999877929688,173.8699951171875,10497151
2025-08-07 16:30:00+00:00,171.5,173.5399932861328,163.1199951171875,173.50999450683594,10621653
2025-08-07 17:30:00+00:00,171.11000061035156,171.85000610351562,170.1199951171875,171.47999572753906,6526993
2025-08-07 18:30:00+00:00,171.35000610351562,172.37930297851562,170.8699951171875,171.11000061035156,5714940
2025-08-07 19:30:00+00:00,172.39999389648438,172.63999938964844,171.22999572753906,171.41000366210938,5851130
2025-08-08 13:30:00+00:00,173.36419677734375,176.47999572753906,172.75,174.05499267578125,22342197
2025-08-08 14:30:00+00:00,173.10000610351562,173.85989379882812,172.44000244140625,173.36000061035156,9143906
2025-08-08 15:30:00+00:00,173.13999938964844,174.33999633789062,171.51010131835938,173.07000732421875,9283657
2025-08-08 16:30:00+00:00,171.03500366210938,173.17999267578125,170.92999267578125,173.14999389648438,7264163
2025-08-08 17:30:00+00:00,171.08999633789062,171.74000549316406,170.52000427246094,171.02310180664062,5520766
2025-08-08 18:30:00+00:00,172.32000732421875,172.5,171.0,171.10000610351562,6628678
2025-08-08 19:30:00+00:00,172.77999877929688,172.83999633789062,171.47000122070312,172.3000030517578,5376230
2025-08-11 13:30:00+00:00,177.6199951171875,177.7344970703125,169.59939575195312,171.5800018310547,22871716
2025-08-11 14:30:00+00:00,177.2198944091797,178.82000732421875,176.55999755859375,177.60000610351562,13931324
2025-08-11 15:30:00+00:00,175.3800048828125,178.1295928955078,175.1699981689453,177.19000244140625,7201138
2025-08-11 16:30:00+00:00,174.41000366210938,175.85989379882812,174.13999938964844,175.3699951171875,6318056
2025-08-11 17:30:00+00:00,173.74000549316406,174.59930419921875,173.2100067138672,174.39999389648438,5699953
2025-08-11 18:30:00+00:00,173.1300048828125,174.09970092773438,172.54010009765625,173.75,6854913
2025-08-11 19:30:00+00:00,172.32000732421875,173.28860473632812,171.88999938964844,173.1199951171875,4301341
2025-08-12 13:30:00+00:00,172.3300018310547,173.35000610351562,168.5,173.32000732421875,19893048
2025-08-12 14:30:00+00:00,173.59500122070312,174.27000427246094,171.77000427246094,172.3300018310547,8348543
2025-08-12 15:30:00+00:00,173.77999877929688,174.30999755859375,172.41000366210938,173.61000061035156,5519544
2025-08-12 16:30:00+00:00,173.77650451660156,173.97999572753906,172.8300018310547,173.78140258789062,3818650
2025-08-12 17:30:00+00:00,174.0800018310547,174.5,173.5,173.7899932861328,3492352
2025-08-12 18:30:00+00:00,173.9600067138672,174.23989868164062,173.58999633789062,174.0850067138672,2805501
2025-08-12 19:30:00+00:00,174.9199981689453,175.16000366210938,173.9499969482422,173.9600067138672,4325982
2025-08-13 13:30:00+00:00,184.89999389648438,186.64999389648438,179.97500610351562,180.23500061035156,40222409
2025-08-13 14:30:00+00:00,181.48500061035156,185.5500030517578,179.3800048828125,184.89500427246094,20071781
2025-08-13 15:30:00+00:00,184.02999877929688,184.53990173339844,181.27000427246094,181.48500061035156,12652609
2025-08-13 16:30:00+00:00,184.99339294433594,185.44000244140625,183.3000030517578,184.04330444335938,8314043
2025-08-13 17:30:00+00:00,183.2100067138672,184.99989318847656,183.0399932861328,184.9600067138672,7533057
2025-08-13 18:30:00+00:00,183.97999572753906,184.97000122070312,183.10000610351562,183.2100067138672,7798436
2025-08-13 19:30:00+00:00,184.39999389648438,184.8800048828125,183.22999572753906,183.960205078125,6156284
2025-08-14 13:30:00+00:00,181.09500122070312,185.44000244140625,179.63999938964844,179.8300018310547,27124423
2025-08-14 14:30:00+00:00,180.30999755859375,182.89999389648438,179.55999755859375,181.09500122070312,11129712
2025-08-14 15:30:00+00:00,180.25999450683594,181.0850067138672,179.74000549316406,180.30799865722656,5868843
2025-08-14 16:30:00+00:00,180.61549377441406,181.96560668945312,180.3000030517578,180.39930725097656,5205117
2025-08-14 17:30:00+00:00,180.6031951904297,181.3000030517578,180.55999755859375,180.61239624023438,3718525
2025-08-14 18:30:00+00:00,180.63999938964844,180.97999572753906,180.10000610351562,180.57000732421875,4834207
2025-08-14 19:30:00+00:00,180.92999267578125,181.5399932861328,180.38900756835938,180.63999938964844,5311248
2025-08-15 13:30:00+00:00,177.56399536132812,180.0,177.0,179.72999572753906,17234450
2025-08-15 14:30:00+00:00,177.30999755859375,177.7100067138672,176.25,177.5800018310547,8511811
2025-08-15 15:30:00+00:00,176.9199981689453,177.75880432128906,176.50999450683594,177.1790008544922,4498614
2025-08-15 16:30:00+00:00,177.4792938232422,177.51010131835938,176.66000366210938,176.94000244140625,2896580
2025-08-15 17:30:00+00:00,177.8300018310547,178.1300048828125,177.3000030517578,177.47000122070312,3045584
2025-08-15 18:30:00+00:00,177.74600219726562,177.9199981689453,176.82000732421875,177.8000030517578,5531482
2025-08-15 19:30:00+00:00,177.50999450683594,178.0800018310547,177.5,177.75999450683594,3652296
2025-08-18 13:30:00+00:00,176.10000610351562,178.79530334472656,175.72999572753906,178.44940185546875,12357857
2025-08-18 14:30:00+00:00,175.10499572753906,176.1999969482422,174.36000061035156,176.10000610351562,7347789
2025-08-18 15:30:00+00:00,175.71499633789062,176.0500030517578,174.93499755859375,175.0800018310547,3620686
2025-08-18 16:30:00+00:00,175.55740356445312,175.79989624023438,175.0,175.71499633789062,2777369
2025-08-18 17:30:00+00:00,176.25999450683594,176.2899932861328,175.4199981689453,175.5399932861328,2547017
2025-08-18 18:30:00+00:00,176.0050048828125,176.4600067138672,175.72999572753906,176.25,2794055
2025-08-18 19:30:00+00:00,176.10899353027344,176.2949981689453,175.80499267578125,176.0050048828125,2392202
2025-08-19 13:30:00+00:00,168.25,173.1699981689453,168.22000122070312,171.4499969482422,20623988
2025-08-19 14:30:00+00:00,169.37139892578125,169.60000610351562,167.19000244140625,168.27439880371094,11774327
2025-08-19 15:30:00+00:00,168.49679565429688,169.72970581054688,168.22000122070312,169.41000366210938,5693247
2025-08-19 16:30:00+00:00,167.22000122070312,168.54989624023438,166.4499969482422,168.5,8050923
2025-08-19 17:30:00+00:00,167.4499969482422,167.8000030517578,166.97999572753906,167.2100067138672,4516205
2025-08-19 18:30:00+00:00,166.6300048828125,167.52499389648438,166.24000549316406,167.4600067138672,4639837
2025-08-19 19:30:00+00:00,166.55999755859375,167.0850067138672,166.10000610351562,166.6199951171875,4996274
2025-08-20 13:30:00+00:00,160.01980590820312,166.64990234375,159.13999938964844,164.10000610351562,21115754
2025-08-20 14:30:00+00:00,163.00320434570312,163.05999755859375,158.25,160.02000427246094,11238395
2025-08-20 15:30:00+00:00,163.77499389648438,163.9499969482422,161.93499755859375,162.97999572753906,8456051
2025-08-20 16:30:00+00:00,163.39999389648438,163.78970336914062,162.72000122070312,163.77499389648438,3403381
2025-08-20 17:30:00+00:00,162.99940490722656,164.39999389648438,162.6300048828125,163.4199981689453,3729860
2025-08-20 18:30:00+00:00,164.47000122070312,164.8800048828125,162.8800048828125,162.97000122070312,3474648
2025-08-20 19:30:00+00:00,165.1999969482422,165.42999267578125,164.3000946044922,164.4250030517578,5500120
2025-08-21 13:30:00+00:00,165.17999267578125,165.87989807128906,162.25579833984375,163.93080139160156,12899254
